"Gene"	"Project_ID"	"Counts"
"38296"	"CZCB"	"T9"	81
"38297"	"CZCC"	"T9"	180
"38298"	"CZCCM"	"T9"	86
"38299"	"CZCD"	"T9"	72
"38300"	"CZCE"	"T9"	38
"38301"	"CZCP"	"T9"	370
"38302"	"CZCR"	"T9"	53
"38303"	"CZCS"	"T9"	104
"38304"	"CZNA"	"T9"	24
"38305"	"CZNB"	"T9"	4
"38306"	"CZNC"	"T9"	0
"38307"	"CZRA"	"T9"	861
"38308"	"CZRB"	"T9"	250
"38309"	"DES"	"T9"	12
"38310"	"DFRA"	"T9"	80
"38311"	"DFRB"	"T9"	4
"38312"	"DFRB|RequiresSNPConfirmation"	"T9"	2
"38313"	"DFRC|RequiresSNPConfirmation"	"T9"	0
"38314"	"DFRD"	"T9"	0
"38315"	"DFRE"	"T9"	6
"38316"	"DFRF"	"T9"	0
"38317"	"DFRG"	"T9"	0
"38318"	"DFRI"	"T9"	0
"38319"	"DFRK"	"T9"	0
"38320"	"DHA"	"T9"	30
"38321"	"DHAP"	"T9"	0
"38322"	"DHFR|RequiresSNPConfirmation"	"T9"	20
"38323"	"DHFRIII|RequiresSNPConfirmation"	"T9"	2
"38324"	"DHPS|RequiresSNPConfirmation"	"T9"	0
"38325"	"DHT"	"T9"	118
"38326"	"DIM"	"T9"	0
"38327"	"DMEF"	"T9"	239
"38328"	"DMER"	"T9"	34
"38329"	"DNAK"	"T9"	712
"38330"	"DPR"	"T9"	0
"38331"	"DPSA"	"T9"	91
"38332"	"DRRA"	"T9"	210
"38333"	"DSBA"	"T9"	4
"38334"	"DSBB"	"T9"	4
"38335"	"DSBC"	"T9"	22
"38336"	"EATAV|RequiresSNPConfirmation"	"T9"	8
"38337"	"EBR"	"T9"	0
"38338"	"EBRA"	"T9"	4
"38339"	"EBRB"	"T9"	16
"38340"	"ECV"	"T9"	0
"38341"	"EDEQ"	"T9"	8
"38342"	"EEFA"	"T9"	42
"38343"	"EEFX"	"T9"	0
"38344"	"EFM"	"T9"	76
"38345"	"EFMA"	"T9"	2
"38346"	"EFPA"	"T9"	112
"38347"	"EFRA"	"T9"	18
"38348"	"EFRB"	"T9"	22
"38349"	"EIS|RequiresSNPConfirmation"	"T9"	32
"38350"	"ELM"	"T9"	4
"38351"	"EMBA|RequiresSNPConfirmation"	"T9"	250
"38352"	"EMBB|RequiresSNPConfirmation"	"T9"	136
"38353"	"EMBC|RequiresSNPConfirmation"	"T9"	274
"38354"	"EMBR|RequiresSNPConfirmation"	"T9"	96
"38355"	"EMEA"	"T9"	8
"38356"	"EMHA"	"T9"	16
"38357"	"EMHB"	"T9"	157
"38358"	"EMHC"	"T9"	128
"38359"	"EMHR"	"T9"	38
"38360"	"EMMDR"	"T9"	2
"38361"	"EMRA"	"T9"	20
"38362"	"EMRASM"	"T9"	217
"38363"	"EMRB"	"T9"	20
"38364"	"EMRBSM"	"T9"	185
"38365"	"EMRCSM"	"T9"	180
"38366"	"EMRD"	"T9"	22
"38367"	"EMRE"	"T9"	42
"38368"	"EMRK"	"T9"	2
"38369"	"EMRR"	"T9"	0
"38370"	"EMRRSM"	"T9"	38
"38371"	"EMRY"	"T9"	0
"38372"	"EMTA"	"T9"	2
"38373"	"EPTA"	"T9"	10
"38374"	"EPTB"	"T9"	42
"38375"	"EREA"	"T9"	16
"38376"	"EREB"	"T9"	0
"38377"	"ERED"	"T9"	0
"38378"	"ERM"	"T9"	612
"38379"	"ERM30"	"T9"	20
"38380"	"ERM32"	"T9"	58
"38381"	"ERM37"	"T9"	6
"38382"	"ERM41"	"T9"	4
"38383"	"ERM42"	"T9"	2
"38384"	"ERM44"	"T9"	2
"38385"	"ERM50"	"T9"	16
"38386"	"ERM51"	"T9"	10
"38387"	"ERM52"	"T9"	2
"38388"	"ERMA"	"T9"	0
"38389"	"ERMB"	"T9"	11
"38390"	"ERMC"	"T9"	0
"38391"	"ERMD"	"T9"	2
"38392"	"ERME"	"T9"	156
"38393"	"ERMF"	"T9"	0
"38394"	"ERMG"	"T9"	2
"38395"	"ERMH"	"T9"	38
"38396"	"ERMN"	"T9"	76
"38397"	"ERMO"	"T9"	180
"38398"	"ERMQ"	"T9"	2
"38399"	"ERMR"	"T9"	164
"38400"	"ERMS"	"T9"	116
"38401"	"ERMT"	"T9"	0
"38402"	"ERMU"	"T9"	8
"38403"	"ERMV"	"T9"	106
"38404"	"ERMX"	"T9"	9
"38405"	"ERP"	"T9"	72
"38406"	"ESP"	"T9"	0
"38407"	"ESTD"	"T9"	180
"38408"	"ETHA|RequiresSNPConfirmation"	"T9"	93
"38409"	"ETHR|RequiresSNPConfirmation"	"T9"	18
"38410"	"EVGA"	"T9"	0
"38411"	"EVGS"	"T9"	16
"38412"	"EVM"	"T9"	20
"38413"	"EXO"	"T9"	62
"38414"	"FABG|RequiresSNPConfirmation"	"T9"	18
"38415"	"FABI"	"T9"	2
"38416"	"FABK"	"T9"	0
"38417"	"FABL"	"T9"	2
"38418"	"FABV"	"T9"	20
"38419"	"FACT"	"T9"	328
"38420"	"FAR1"	"T9"	136
"38421"	"FARA"	"T9"	44
"38422"	"FARB"	"T9"	60
"38423"	"FARR"	"T9"	24
"38424"	"FBPA"	"T9"	0
"38425"	"FBPB"	"T9"	8
"38426"	"FBPC"	"T9"	0
"38427"	"FECD"	"T9"	36
"38428"	"FECE"	"T9"	110
"38429"	"FETA"	"T9"	2
"38430"	"FETB"	"T9"	2
"38431"	"FEXA"	"T9"	0
"38432"	"FEXB"	"T9"	0
"38433"	"FEZ"	"T9"	0
"38434"	"FIA"	"T9"	38
"38435"	"FIEF"	"T9"	4
"38436"	"FIM"	"T9"	8
"38437"	"FLOR"	"T9"	63
"38438"	"FMRO"	"T9"	110
"38439"	"FOLC|RequiresSNPConfirmation"	"T9"	226
"38440"	"FOLP|RequiresSNPConfirmation"	"T9"	659
"38441"	"FOMA"	"T9"	78
"38442"	"FOMB"	"T9"	68
"38443"	"FONA"	"T9"	66
"38444"	"FORMA"	"T9"	26
"38445"	"FOSA"	"T9"	182
"38446"	"FOSB"	"T9"	0
"38447"	"FOSC"	"T9"	6
"38448"	"FOSD"	"T9"	0
"38449"	"FOSE"	"T9"	0
"38450"	"FOSF"	"T9"	0
"38451"	"FOSG"	"T9"	0
"38452"	"FOSK"	"T9"	0
"38453"	"FOSL"	"T9"	0
"38454"	"FOSM"	"T9"	0
"38455"	"FOSU"	"T9"	0
"38456"	"FOSX"	"T9"	22
"38457"	"FOSY"	"T9"	0
"38458"	"FOX"	"T9"	32
"38459"	"FPH"	"T9"	0
"38460"	"FPTA"	"T9"	152
"38461"	"FPVA"	"T9"	106
"38462"	"FRI"	"T9"	6
"38463"	"FRNE"	"T9"	66
"38464"	"FTU"	"T9"	0
"38465"	"FURA"	"T9"	8
"38466"	"FUSA|RequiresSNPConfirmation"	"T9"	48
"38467"	"FUSB"	"T9"	0
"38468"	"FUSC"	"T9"	0
"38469"	"FUSD"	"T9"	0
"38470"	"FUSE|RequiresSNPConfirmation"	"T9"	3
"38471"	"FUSF"	"T9"	0
"38472"	"FUSH"	"T9"	170
"38473"	"FXRA|RequiresSNPConfirmation"	"T9"	2
"38474"	"G2ALT"	"T9"	18
"38475"	"GADA"	"T9"	36
"38476"	"GADB"	"T9"	15
"38477"	"GADC"	"T9"	10
"38478"	"GADE"	"T9"	0
"38479"	"GADW"	"T9"	0
"38480"	"GADX"	"T9"	4
"38481"	"GALE"	"T9"	2
"38482"	"GAR"	"T9"	0
"38483"	"GES"	"T9"	168
"38484"	"GESA"	"T9"	36
"38485"	"GESB"	"T9"	211
"38486"	"GESC"	"T9"	90
"38487"	"GIDB|RequiresSNPConfirmation"	"T9"	6
"38488"	"GIL"	"T9"	2
"38489"	"GIM"	"T9"	4
"38490"	"GIMA"	"T9"	120
"38491"	"GLPF"	"T9"	8
"38492"	"GLPT|RequiresSNPConfirmation"	"T9"	22
"38493"	"GOB"	"T9"	0
"38494"	"GOLS"	"T9"	42
"38495"	"GOLT"	"T9"	80
"38496"	"GPC"	"T9"	55
"38497"	"GRD"	"T9"	150
"38498"	"GRDA"	"T9"	0
"38499"	"GRLA|RequiresSNPConfirmation"	"T9"	0
"38500"	"GRLB|RequiresSNPConfirmation"	"T9"	0
"38501"	"GRM"	"T9"	184
"38502"	"GSHF|RequiresSNPConfirmation"	"T9"	12
"38503"	"GYRA|RequiresSNPConfirmation"	"T9"	4675
"38504"	"GYRB|RequiresSNPConfirmation"	"T9"	603
"38505"	"GYRBA|RequiresSNPConfirmation"	"T9"	700
"38506"	"GYRBZ|RequiresSNPConfirmation"	"T9"	541
"38507"	"GYRC|RequiresSNPConfirmation"	"T9"	0
"38508"	"HASF"	"T9"	48
"38509"	"HDEA"	"T9"	0
"38510"	"HDEB"	"T9"	8
"38511"	"HEFA"	"T9"	0
"38512"	"HEFC"	"T9"	10
"38513"	"HERA"	"T9"	10
"38514"	"HLYD"	"T9"	118
"38515"	"HMB"	"T9"	0
"38516"	"HMRM"	"T9"	0
"38517"	"HMRR"	"T9"	56
"38518"	"HNS"	"T9"	4
"38519"	"HOXN"	"T9"	60
"38520"	"HP"	"T9"	2
"38521"	"HPCOPA"	"T9"	8
"38522"	"HPCOPP"	"T9"	0
"38523"	"HSMR"	"T9"	24
"38524"	"HUGA"	"T9"	6
"38525"	"HUPE"	"T9"	230
"38526"	"HUPN"	"T9"	136
"38527"	"IBCR"	"T9"	0
"38528"	"IBPA"	"T9"	0
"38529"	"IBPB"	"T9"	0
"38530"	"ICLR"	"T9"	4
"38531"	"ICR"	"T9"	6
"38532"	"IDC"	"T9"	106
"38533"	"IDER"	"T9"	67
"38534"	"IDSA|RequiresSNPConfirmation"	"T9"	36
"38535"	"ILES"	"T9"	397
"38536"	"ILES|RequiresSNPConfirmation"	"T9"	20
"38537"	"IMI"	"T9"	0
"38538"	"IMP"	"T9"	10
"38539"	"IND"	"T9"	10
"38540"	"INHA|RequiresSNPConfirmation"	"T9"	46
"38541"	"INIA|RequiresSNPConfirmation"	"T9"	120
"38542"	"INIB|RequiresSNPConfirmation"	"T9"	144
"38543"	"INIC|RequiresSNPConfirmation"	"T9"	104
"38544"	"IRFA"	"T9"	221
"38545"	"IRI"	"T9"	131
"38546"	"IRLR"	"T9"	184
"38547"	"IRLS"	"T9"	308
"38548"	"JOHN"	"T9"	0
"38549"	"KAMB"	"T9"	126
"38550"	"KASA|RequiresSNPConfirmation"	"T9"	124
"38551"	"KATG|RequiresSNPConfirmation"	"T9"	482
"38552"	"KDEA"	"T9"	128
"38553"	"KDPE"	"T9"	123
"38554"	"KEXD"	"T9"	6
"38555"	"KGMB"	"T9"	116
"38556"	"KHM"	"T9"	0
"38557"	"KLAB"	"T9"	96
"38558"	"KLAC"	"T9"	72
"38559"	"KLUC"	"T9"	10
"38560"	"KMR"	"T9"	76
"38561"	"KMRA"	"T9"	170
"38562"	"KMTR"	"T9"	28
"38563"	"KPC"	"T9"	54
"38564"	"KPN"	"T9"	71
"38565"	"KPNE"	"T9"	0
"38566"	"KPNF"	"T9"	24
"38567"	"KPNO"	"T9"	54
"38568"	"L1"	"T9"	344
"38569"	"LAP"	"T9"	0
"38570"	"LAQ"	"T9"	28
"38571"	"LAT"	"T9"	0
"38572"	"LCR"	"T9"	16
"38573"	"LDE"	"T9"	0
"38574"	"LEN"	"T9"	114
"38575"	"LHK"	"T9"	18
"38576"	"LIAFSR|RequiresSNPConfirmation"	"T9"	8
"38577"	"LIN"	"T9"	0
"38578"	"LLMA"	"T9"	10
"38579"	"LMRA|RequiresSNPConfirmation"	"T9"	260
"38580"	"LMRB"	"T9"	0
"38581"	"LMRC"	"T9"	284
"38582"	"LMRD"	"T9"	2
"38583"	"LMRP"	"T9"	0
"38584"	"LMRS"	"T9"	2
"38585"	"LNUA"	"T9"	119
"38586"	"LNUB"	"T9"	0
"38587"	"LNUC"	"T9"	9
"38588"	"LNUE"	"T9"	0
"38589"	"LNUF"	"T9"	4
"38590"	"LNUG"	"T9"	0
"38591"	"LNUP"	"T9"	0
"38592"	"LPDT"	"T9"	2
"38593"	"LPEA"	"T9"	4
"38594"	"LPEB"	"T9"	4
"38595"	"LPSA"	"T9"	0
"38596"	"LPSB"	"T9"	6
"38597"	"LPTD"	"T9"	16
"38598"	"LPXA|RequiresSNPConfirmation"	"T9"	0
"38599"	"LPXC|RequiresSNPConfirmation"	"T9"	0
"38600"	"LRA"	"T9"	506
"38601"	"LRG"	"T9"	58
"38602"	"LSA"	"T9"	8
"38603"	"LSAB"	"T9"	2
"38604"	"LSAC"	"T9"	0
"38605"	"LSAD"	"T9"	0
"38606"	"LSAE"	"T9"	0
"38607"	"LUS"	"T9"	2
"38608"	"LUT"	"T9"	4
"38609"	"M1"	"T9"	0
"38610"	"MACA"	"T9"	68
"38611"	"MACAB|RequiresSNPConfirmation"	"T9"	0
"38612"	"MACB"	"T9"	296
"38613"	"MAL"	"T9"	12
"38614"	"MARA"	"T9"	0
"38615"	"MARR"	"T9"	2
"38616"	"MCA"	"T9"	0
"38617"	"MCO"	"T9"	0
"38618"	"MCR"	"T9"	128
"38619"	"MCTB"	"T9"	106
"38620"	"MDE"	"T9"	0
"38621"	"MDEA"	"T9"	100
"38622"	"MDFA"	"T9"	36
"38623"	"MDR|RequiresSNPConfirmation"	"T9"	8
"38624"	"MDR23S|RequiresSNPConfirmation"	"T9"	19
"38625"	"MDRL"	"T9"	0
"38626"	"MDTA"	"T9"	48
"38627"	"MDTB"	"T9"	383
"38628"	"MDTC"	"T9"	365
"38629"	"MDTE"	"T9"	6
"38630"	"MDTF"	"T9"	94
"38631"	"MDTG"	"T9"	10
"38632"	"MDTH"	"T9"	2
"38633"	"MDTI"	"T9"	2
"38634"	"MDTJ"	"T9"	0
"38635"	"MDTK"	"T9"	22
"38636"	"MDTM"	"T9"	32
"38637"	"MDTN"	"T9"	74
"38638"	"MDTO"	"T9"	18
"38639"	"MDTP"	"T9"	30
"38640"	"MECA"	"T9"	14
"38641"	"MECB"	"T9"	6
"38642"	"MECC"	"T9"	2
"38643"	"MECD"	"T9"	4
"38644"	"MECI"	"T9"	2
"38645"	"MEFA"	"T9"	40
"38646"	"MEFB"	"T9"	0
"38647"	"MEFC"	"T9"	0
"38648"	"MEFD"	"T9"	2
"38649"	"MEFE"	"T9"	285
"38650"	"MEFF"	"T9"	0
"38651"	"MEFJ"	"T9"	4
"38652"	"MENA|RequiresSNPConfirmation"	"T9"	0
"38653"	"MEPA"	"T9"	0
"38654"	"MEPB"	"T9"	4
"38655"	"MEPR"	"T9"	0
"38656"	"MERA"	"T9"	690
"38657"	"MERB"	"T9"	68
"38658"	"MERC"	"T9"	52
"38659"	"MERD"	"T9"	130
"38660"	"MERE"	"T9"	53
"38661"	"MERF"	"T9"	0
"38662"	"MERG"	"T9"	60
"38663"	"MERH"	"T9"	2
"38664"	"MERP"	"T9"	46
"38665"	"MERR"	"T9"	22
"38666"	"MERR1"	"T9"	2
"38667"	"MERR2"	"T9"	14
"38668"	"MERT"	"T9"	139
"38669"	"MEXA"	"T9"	128
"38670"	"MEXB"	"T9"	412
"38671"	"MEXC"	"T9"	165
"38672"	"MEXC1"	"T9"	124
"38673"	"MEXD"	"T9"	467
"38674"	"MEXD1"	"T9"	307
"38675"	"MEXE"	"T9"	266
"38676"	"MEXF"	"T9"	1494
"38677"	"MEXG"	"T9"	124
"38678"	"MEXH"	"T9"	160
"38679"	"MEXI"	"T9"	618
"38680"	"MEXJ"	"T9"	150
"38681"	"MEXK"	"T9"	631
"38682"	"MEXL"	"T9"	48
"38683"	"MEXN"	"T9"	973
"38684"	"MEXQ"	"T9"	1077
"38685"	"MEXR"	"T9"	12
"38686"	"MEXS|RequiresSNPConfirmation"	"T9"	78
"38687"	"MEXT"	"T9"	0
"38688"	"MEXT|RequiresSNPConfirmation"	"T9"	116
"38689"	"MEXV"	"T9"	206
"38690"	"MEXW"	"T9"	426
"38691"	"MEXX"	"T9"	192
"38692"	"MEXY"	"T9"	580
"38693"	"MEXZ|RequiresSNPConfirmation"	"T9"	54
"38694"	"MFPA"	"T9"	36
"38695"	"MGRA"	"T9"	0
"38696"	"MGT"	"T9"	84
"38697"	"MGTA"	"T9"	194
"38698"	"MIR"	"T9"	6
"38699"	"MLS23S|RequiresSNPConfirmation"	"T9"	10199
"38700"	"MMCO"	"T9"	168
"38701"	"MMR"	"T9"	0
"38702"	"MNTA"	"T9"	0
"38703"	"MNTH"	"T9"	10
"38704"	"MNTP"	"T9"	50
"38705"	"MNTR"	"T9"	0
"38706"	"MOC"	"T9"	0
"38707"	"MODA"	"T9"	56
"38708"	"MODB"	"T9"	76
"38709"	"MODC"	"T9"	141
"38710"	"MOX"	"T9"	122
"38711"	"MPH"	"T9"	0
"38712"	"MPHA"	"T9"	44
"38713"	"MPHB"	"T9"	0
"38714"	"MPHC"	"T9"	1
"38715"	"MPHD"	"T9"	60
"38716"	"MPHE"	"T9"	4
"38717"	"MPHG"	"T9"	0
"38718"	"MPHH"	"T9"	116
"38719"	"MPHI"	"T9"	4
"38720"	"MPHJ"	"T9"	0
"38721"	"MPHK"	"T9"	0
"38722"	"MPHM"	"T9"	2
"38723"	"MPHN"	"T9"	0
"38724"	"MPHO"	"T9"	102
"38725"	"MPRF"	"T9"	120
"38726"	"MPRFD|RequiresSNPConfirmation"	"T9"	2
"38727"	"MRDH"	"T9"	33
"38728"	"MREA"	"T9"	16
"38729"	"MRPOB|RequiresSNPConfirmation"	"T9"	3
"38730"	"MSBA"	"T9"	28
"38731"	"MSHA|RequiresSNPConfirmation"	"T9"	119
"38732"	"MSI"	"T9"	306
"38733"	"MSRA"	"T9"	2
"38734"	"MSRC"	"T9"	0
"38735"	"MSRD"	"T9"	2
"38736"	"MSRE"	"T9"	0
"38737"	"MSRF"	"T9"	4
"38738"	"MSRG"	"T9"	10
"38739"	"MSRH"	"T9"	0
"38740"	"MSRL"	"T9"	2
"38741"	"MTRA"	"T9"	6
"38742"	"MTRAD"	"T9"	70
"38743"	"MTRC"	"T9"	16
"38744"	"MTRC|RequiresSNPConfirmation"	"T9"	10
"38745"	"MTRD"	"T9"	80
"38746"	"MTRE"	"T9"	68
"38747"	"MTRF"	"T9"	22
"38748"	"MTRR|RequiresSNPConfirmation"	"T9"	2
"38749"	"MUPA"	"T9"	6
"38750"	"MUPB"	"T9"	10
"38751"	"MURA|RequiresSNPConfirmation"	"T9"	100
"38752"	"MURG|RequiresSNPConfirmation"	"T9"	0
"38753"	"MUS"	"T9"	0
"38754"	"MUXA"	"T9"	272
"38755"	"MUXB"	"T9"	1350
"38756"	"MUXC"	"T9"	1124
"38757"	"MVRC"	"T9"	0
"38758"	"MYMT"	"T9"	6
"38759"	"MYO"	"T9"	0
"38760"	"MYRA"	"T9"	100
"38761"	"MYX"	"T9"	28
"38762"	"NALC|RequiresSNPConfirmation"	"T9"	60
"38763"	"NALD|RequiresSNPConfirmation"	"T9"	40
"38764"	"NCCA"	"T9"	462
"38765"	"NCCB"	"T9"	97
"38766"	"NCCC"	"T9"	50
"38767"	"NCCH"	"T9"	20
"38768"	"NCCN"	"T9"	34
"38769"	"NCCX"	"T9"	8
"38770"	"NCCY"	"T9"	0
"38771"	"NCRA"	"T9"	35
"38772"	"NCRAN"	"T9"	10
"38773"	"NCRB"	"T9"	2
"38774"	"NCRBN"	"T9"	0
"38775"	"NCRC"	"T9"	12
"38776"	"NCRCN"	"T9"	36
"38777"	"NCRY"	"T9"	2
"38778"	"NCRYN"	"T9"	2
"38779"	"NCZA"	"T9"	757
"38780"	"NDH|RequiresSNPConfirmation"	"T9"	148
"38781"	"NDM"	"T9"	68
"38782"	"NFSA"	"T9"	0
"38783"	"NFXB|RequiresSNPConfirmation"	"T9"	18
"38784"	"NHAA"	"T9"	0
"38785"	"NHAB"	"T9"	2
"38786"	"NHLF"	"T9"	54
"38787"	"NIA"	"T9"	86
"38788"	"NIKA"	"T9"	22
"38789"	"NIKB"	"T9"	27
"38790"	"NIKC"	"T9"	28
"38791"	"NIKD"	"T9"	20
"38792"	"NIKE"	"T9"	42
"38793"	"NIKR"	"T9"	24
"38794"	"NIMA"	"T9"	8
"38795"	"NIMB"	"T9"	0
"38796"	"NIMC"	"T9"	0
"38797"	"NIMD"	"T9"	4
"38798"	"NIME"	"T9"	0
"38799"	"NIMF"	"T9"	0
"38800"	"NIMG"	"T9"	0
"38801"	"NIMH"	"T9"	0
"38802"	"NIMI"	"T9"	54
"38803"	"NIMJ"	"T9"	0
"38804"	"NIMK"	"T9"	4
"38805"	"NIRA"	"T9"	8
"38806"	"NIRB"	"T9"	0
"38807"	"NIRC"	"T9"	20
"38808"	"NIRD"	"T9"	4
"38809"	"NIXA"	"T9"	0
"38810"	"NMCA"	"T9"	0
"38811"	"NMPC"	"T9"	0
"38812"	"NMTR"	"T9"	6
"38813"	"NORA"	"T9"	0
"38814"	"NORB"	"T9"	0
"38815"	"NORBD"	"T9"	0
"38816"	"NORC"	"T9"	0
"38817"	"NORM"	"T9"	254
"38818"	"NORMD"	"T9"	52
"38819"	"NOVA"	"T9"	342
"38820"	"NPMA"	"T9"	0
"38821"	"NPMB"	"T9"	10
"38822"	"NPS"	"T9"	2
"38823"	"NREB"	"T9"	0
"38824"	"NRSA"	"T9"	8
"38825"	"NRSD"	"T9"	0
"38826"	"NRSR"	"T9"	0
"38827"	"NRSS"	"T9"	10
"38828"	"NSHR"	"T9"	174
"38829"	"NUOA|RequiresSNPConfirmation"	"T9"	62
"38830"	"O23S|RequiresSNPConfirmation"	"T9"	1342
"38831"	"OCH"	"T9"	23
"38832"	"OHIO"	"T9"	2
"38833"	"OKP"	"T9"	154
"38834"	"OLEB"	"T9"	536
"38835"	"OLEC"	"T9"	1164
"38836"	"OLED"	"T9"	56
"38837"	"OLEI"	"T9"	112
"38838"	"OMP36|RequiresSNPConfirmation"	"T9"	8
"38839"	"OMP37"	"T9"	18
"38840"	"OMP38"	"T9"	72
"38841"	"OMPA"	"T9"	20
"38842"	"OMPD"	"T9"	0
"38843"	"OMPF|RequiresSNPConfirmation"	"T9"	56
"38844"	"OMPFB|RequiresSNPConfirmation"	"T9"	2
"38845"	"OMPK|RequiresSNPConfirmation"	"T9"	8
"38846"	"OMPK36|RequiresSNPConfirmation"	"T9"	4
"38847"	"OMPR"	"T9"	291
"38848"	"OPCM"	"T9"	222
"38849"	"OPMB"	"T9"	228
"38850"	"OPMD"	"T9"	292
"38851"	"OPMH"	"T9"	152
"38852"	"OPRA"	"T9"	214
"38853"	"OPRD|RequiresSNPConfirmation"	"T9"	70
"38854"	"OPRJ"	"T9"	192
"38855"	"OPRM"	"T9"	152
"38856"	"OPRN"	"T9"	289
"38857"	"OPRZ"	"T9"	394
"38858"	"OPTRA"	"T9"	8
"38859"	"OQXA"	"T9"	60
"38860"	"OQXB"	"T9"	351
"38861"	"ORN"	"T9"	4
"38862"	"ORR"	"T9"	0
"38863"	"OSCA"	"T9"	0
"38864"	"OTRA"	"T9"	590
"38865"	"OTRB"	"T9"	252
"38866"	"OTRC"	"T9"	94
"38867"	"OXA"	"T9"	2735
"38868"	"OXY"	"T9"	78
"38869"	"OXYRKP"	"T9"	32
"38870"	"P16S|RequiresSNPConfirmation"	"T9"	51
"38871"	"P23S|RequiresSNPConfirmation"	"T9"	398
"38872"	"PAC"	"T9"	16
"38873"	"PAND|RequiresSNPConfirmation"	"T9"	18
"38874"	"PARC|RequiresSNPConfirmation"	"T9"	1220
"38875"	"PARE|RequiresSNPConfirmation"	"T9"	1734
"38876"	"PAREF|RequiresSNPConfirmation"	"T9"	71
"38877"	"PARR"	"T9"	150
"38878"	"PARS"	"T9"	222
"38879"	"PARY"	"T9"	526
"38880"	"PATA"	"T9"	0
"38881"	"PATB"	"T9"	6
"38882"	"PBP1|RequiresSNPConfirmation"	"T9"	74
"38883"	"PBP1A|RequiresSNPConfirmation"	"T9"	6
"38884"	"PBP2"	"T9"	10
"38885"	"PBP2|RequiresSNPConfirmation"	"T9"	14
"38886"	"PBP2B|RequiresSNPConfirmation"	"T9"	2
"38887"	"PBP2X|RequiresSNPConfirmation"	"T9"	0
"38888"	"PBP3|RequiresSNPConfirmation"	"T9"	4
"38889"	"PBP4|RequiresSNPConfirmation"	"T9"	0
"38890"	"PBP4B"	"T9"	10
"38891"	"PBP5|RequiresSNPConfirmation"	"T9"	6
"38892"	"PBRA"	"T9"	352
"38893"	"PBRB"	"T9"	26
"38894"	"PBRD"	"T9"	4
"38895"	"PBRR"	"T9"	68
"38896"	"PBRT"	"T9"	124
"38897"	"PCM"	"T9"	36
"38898"	"PCOA"	"T9"	14
"38899"	"PCOB"	"T9"	32
"38900"	"PCOC"	"T9"	8
"38901"	"PCOD"	"T9"	14
"38902"	"PCOE"	"T9"	4
"38903"	"PCOR"	"T9"	4
"38904"	"PCOS"	"T9"	0
"38905"	"PDC"	"T9"	706
"38906"	"PDRM"	"T9"	0
"38907"	"PEDO"	"T9"	2
"38908"	"PENA"	"T9"	266
"38909"	"PENA|RequiresSNPConfirmation"	"T9"	4
"38910"	"PENI"	"T9"	620
"38911"	"PER"	"T9"	6
"38912"	"PERO"	"T9"	232
"38913"	"PERR"	"T9"	0
"38914"	"PEXA"	"T9"	2
"38915"	"PFM"	"T9"	22
"38916"	"PFR"	"T9"	0
"38917"	"PGBB"	"T9"	4
"38918"	"PGPA"	"T9"	138
"38919"	"PGSA|RequiresSNPConfirmation"	"T9"	2
"38920"	"PH23S|RequiresSNPConfirmation"	"T9"	14
"38921"	"PHOB|RequiresSNPConfirmation"	"T9"	98
"38922"	"PHOP|RequiresSNPConfirmation"	"T9"	166
"38923"	"PHOQ|RequiresSNPConfirmation"	"T9"	130
"38924"	"PHOR"	"T9"	28
"38925"	"PILQ|RequiresSNPConfirmation"	"T9"	30
"38926"	"PITA"	"T9"	4
"38927"	"PLA"	"T9"	14
"38928"	"PLN"	"T9"	2
"38929"	"PME"	"T9"	130
"38930"	"PMPM"	"T9"	274
"38931"	"PMRA"	"T9"	2
"38932"	"PMRAM"	"T9"	24
"38933"	"PMRAR|RequiresSNPConfirmation"	"T9"	38
"38934"	"PMRBM"	"T9"	44
"38935"	"PMRCM"	"T9"	22
"38936"	"PMRF"	"T9"	0
"38937"	"PMRG"	"T9"	6
"38938"	"PNCA|RequiresSNPConfirmation"	"T9"	42
"38939"	"PNGM"	"T9"	30
"38940"	"POM"	"T9"	152
"38941"	"POR|RequiresSNPConfirmation"	"T9"	18
"38942"	"POXT"	"T9"	24
"38943"	"PRC"	"T9"	62
"38944"	"PSE"	"T9"	0
"38945"	"PST"	"T9"	38
"38946"	"PSTA"	"T9"	16
"38947"	"PSTB"	"T9"	273
"38948"	"PSTC"	"T9"	63
"38949"	"PSTS"	"T9"	28
"38950"	"PSV"	"T9"	4
"38951"	"PTSL|RequiresSNPConfirmation"	"T9"	22
"38952"	"QACAB"	"T9"	22
"38953"	"QACC"	"T9"	1
"38954"	"QACD"	"T9"	9
"38955"	"QACE"	"T9"	0
"38956"	"QACEDELTA1"	"T9"	0
"38957"	"QACF"	"T9"	0
"38958"	"QACG"	"T9"	0
"38959"	"QACH"	"T9"	2
"38960"	"QACJ"	"T9"	0
"38961"	"QACK"	"T9"	0
"38962"	"QACL"	"T9"	6
"38963"	"QACPB"	"T9"	26
"38964"	"QACR"	"T9"	0
"38965"	"QACZ"	"T9"	0
"38966"	"QEPA"	"T9"	450
"38967"	"QNRA"	"T9"	12
"38968"	"QNRB"	"T9"	50
"38969"	"QNRC"	"T9"	0
"38970"	"QNRD"	"T9"	0
"38971"	"QNRE"	"T9"	0
"38972"	"QNRS"	"T9"	0
"38973"	"QNRVC"	"T9"	0
"38974"	"R39"	"T9"	88
